lesson,Annales,CCB asclepia,Created time,Dernière MAJ,Expiration,ID,Illustrations,Interface,Items,LiSA,QI Frites,Questions codées,Questions partageant même connaissances,Rang,Relecteur,Rédacteur,Similaires,Status,Transféré,Vignette RS,books,is_free,knowledges,sources,title
hemogramme_normal,"UC4-DP24_Q1 (https://www.notion.so/UC4-DP24_Q1-02896e7baafe41cba0944fe47749bc6f?pvs=21), DP6_Q7 (https://www.notion.so/DP6_Q7-13daefa7a84c4f4c9cc706bed3d9ef0a?pvs=21), UC2-DP15_Q6 (https://www.notion.so/UC2-DP15_Q6-1dcecbf354b74ca68316311a476e8104?pvs=21), UC4-DP23_Q1 (https://www.notion.so/UC4-DP23_Q1-22f3a7d919fd470db09bf27802f4b096?pvs=21), QI_Q40 (https://www.notion.so/QI_Q40-28dde853452f4f61b8785a909e122eae?pvs=21), DP11_Q10 (https://www.notion.so/DP11_Q10-2bb7224ec424405eaa0f4e195e56205c?pvs=21), DP17_Q12 (https://www.notion.so/DP17_Q12-303d294817024db4bce9ea76eb84f231?pvs=21), QI_Q12 (https://www.notion.so/QI_Q12-38033b49b1cd494f8edb6e63a09b9161?pvs=21), DP8_Q4 (https://www.notion.so/DP8_Q4-39aec044440b4d8aa0f1e5b6d70fe857?pvs=21), QI_Q31 (https://www.notion.so/QI_Q31-3a8208e7bfd54c0d84e9a0eff48a3809?pvs=21), UC3-QI_Q50 (https://www.notion.so/UC3-QI_Q50-3e183b231e0842e79135a95ebcddafc5?pvs=21), DP2_Q9 (https://www.notion.so/DP2_Q9-3e9d7ce151224fafb727610aa0a08595?pvs=21), DP9_Q2 (https://www.notion.so/DP9_Q2-4056b8179fb94cc58252e1df6f22a865?pvs=21), DP17_Q9 (https://www.notion.so/DP17_Q9-4bc840f038e541ec9c156d9e31d0370c?pvs=21), DP11_Q4 (https://www.notion.so/DP11_Q4-4bcbb9ec40ce41b08d829d20f8e5ffea?pvs=21), DP9_Q7 (https://www.notion.so/DP9_Q7-57611bbf604d4a57a26ba1079f432334?pvs=21), DP12_Q3 (https://www.notion.so/DP12_Q3-5a21e4c427be4e04bdb59d164bec7e4a?pvs=21), DP13_Q2 (https://www.notion.so/DP13_Q2-5d7e2d95e5e04750ae867edec870f83b?pvs=21), QI_Q32 (https://www.notion.so/QI_Q32-5dc1c044bd7246e4921ce5709ba1d5ef?pvs=21), QI_Q94 (https://www.notion.so/QI_Q94-5e545a9ce9904562bcf5a609c995465c?pvs=21), UC3-KFP38_Q3 (https://www.notion.so/UC3-KFP38_Q3-6ffd4e93689e40258efc29d50bf00db2?pvs=21), DP1_Q8 (https://www.notion.so/DP1_Q8-718afd9cdcec4d1fa2d46211f82bde6a?pvs=21), UC1-QI_Q2 (https://www.notion.so/UC1-QI_Q2-793ba425d0014e54808fac39d4453de1?pvs=21), DP16_Q5 (https://www.notion.so/DP16_Q5-7963fc15c96749fba66299fecc99d1e5?pvs=21), UC3-KFP38_Q2 (https://www.notion.so/UC3-KFP38_Q2-7b8d29efd8534f008d5d1fede57a274c?pvs=21), UC1-DP31_Q4 (https://www.notion.so/UC1-DP31_Q4-849eb68859764c38bef1c327cc03840b?pvs=21), DP15_Q3 (https://www.notion.so/DP15_Q3-87a6a849f26546d58f3e35fd6fc2249c?pvs=21), DP9_Q12 (https://www.notion.so/DP9_Q12-8c2103f60860426d8c4778a6cd30671c?pvs=21), QI_Q80 (https://www.notion.so/QI_Q80-910e0cab7f8b4e789c715d2bbb5bbde7?pvs=21), QI_Q38 (https://www.notion.so/QI_Q38-9c037efefeb3499790801d2f3d20ebca?pvs=21), DP10_Q12 (https://www.notion.so/DP10_Q12-a0331d5a29ae4db0b0ac16be0cdfc8ea?pvs=21), DP10_Q10 (https://www.notion.so/DP10_Q10-a12682cc3e7e4a80bfb2fe9bd0dc1d2e?pvs=21), DP5_Q6 (https://www.notion.so/DP5_Q6-a5971728055345dda0d8a1df7bc916ff?pvs=21), DP8_Q4 (https://www.notion.so/DP8_Q4-a9137314f74049f4ad89c164c5227683?pvs=21), QI_Q11 (https://www.notion.so/QI_Q11-ad32eeb195af48a69dc1811c2bca47ac?pvs=21), DP15_Q14 (https://www.notion.so/DP15_Q14-b9e28f9c93bb4704bf9677dec5416e3e?pvs=21), DP16_Q1 (https://www.notion.so/DP16_Q1-bbd1247bbf49454e80a931053f385b4f?pvs=21), QI_Q10 (https://www.notion.so/QI_Q10-c5a7461a24204f07be35b72b5f46aa7c?pvs=21), DP14_Q11 (https://www.notion.so/DP14_Q11-c62c253f8db7473ebf10861d58f8348c?pvs=21), UC2-QI_Q13 (https://www.notion.so/UC2-QI_Q13-c974dc4b97ba43c086a478378fa039ea?pvs=21), QI_Q36 (https://www.notion.so/QI_Q36-caef7df6eda3410d902ed7386a6c4d15?pvs=21), UC3-QI_Q44 (https://www.notion.so/UC3-QI_Q44-d8d081b2957e4503bdafd907f8358435?pvs=21), QI_Q114 (https://www.notion.so/QI_Q114-ec2591a33b14464b96da1adde3ac2da9?pvs=21), QI_Q62 (https://www.notion.so/QI_Q62-ed423600907e4e87b97a534dcf15e866?pvs=21), DP10_Q1 (https://www.notion.so/DP10_Q1-fc4dec50bcc440c09fd1ffdc45b70aa0?pvs=21), UC3-QI_Q32 (https://www.notion.so/UC3-QI_Q32-361e1850fda14a879e4e6e6a68e18be1?pvs=21), UC3-QI_Q34 (https://www.notion.so/UC3-QI_Q34-613f74d597874148b939d9ddc5a0fdba?pvs=21), UC3-QI_Q35 (https://www.notion.so/UC3-QI_Q35-0d305a8eaa9e43f0a1a5647a4f0c52d8?pvs=21), UC3-KFP33_Q2 (https://www.notion.so/UC3-KFP33_Q2-3e7d135aa60a471ea15d9de2722672a0?pvs=21), UC2-KFP45_Q1 (https://www.notion.so/UC2-KFP45_Q1-c03caa8dc4634bb1822f1bf730f7b3c4?pvs=21), UC3-QI_Q26 (https://www.notion.so/UC3-QI_Q26-1239ed05ab6b8026b328ca37bc7adbb3?pvs=21), UC3-KFP21_Q1 (https://www.notion.so/UC3-KFP21_Q1-1239ed05ab6b80d882c9fa0062939c85?pvs=21), UC3-QI_Q24 (https://www.notion.so/UC3-QI_Q24-1239ed05ab6b8023b335ca332f034034?pvs=21), UC3-QI_Q23 (https://www.notion.so/UC3-QI_Q23-1239ed05ab6b806a984df37cf72b8526?pvs=21), UC3-QI_Q22 (https://www.notion.so/UC3-QI_Q22-1239ed05ab6b801abef7cf59e740a569?pvs=21)","UC1-QI_Q33 (https://www.notion.so/UC1-QI_Q33-1063058563b34cdbbcd10e7612d2d81b?pvs=21), UC1-DP46_Q1 (https://www.notion.so/UC1-DP46_Q1-1af9ed05ab6b801285bfdbd037eb7f18?pvs=21), UC1-QI_Q47 (https://www.notion.so/UC1-QI_Q47-1af9ed05ab6b804983e7c4f9c84139ac?pvs=21), UC1-KFP1_Q2 (https://www.notion.so/UC1-KFP1_Q2-1af9ed05ab6b80fb9f7ee5eaa4ac3c4e?pvs=21), UC2-DP26_Q4 (https://www.notion.so/UC2-DP26_Q4-ad06df9edb9b480ea9fb974480dbdb15?pvs=21)","March 5, 2023 3:51 PM",,,297,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/297/change/,"N212,N212","https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_donn%C3%A9es_quantitatives_de_l%27h%C3%A9mogramme_OIC-212-01-A,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_param%C3%A8tres_qualitatifs_de_l%27h%C3%A9mogramme_OIC-212-02-A","QI_Q3712 (https://www.notion.so/QI_Q3712-25a9ed05ab6b80a396fdc670bd1bc59e?pvs=21), QI_Q3706 (https://www.notion.so/QI_Q3706-25a9ed05ab6b80f290e0c0f637231054?pvs=21), QI_Q1245 (https://www.notion.so/QI_Q1245-2bbbfe8c0fa14710a405f7609a9b7de2?pvs=21)","UC4-DP24_Q1,DP6_Q7,UC2-DP15_Q6,UC4-DP23_Q1,QI_Q40,DP11_Q10,DP17_Q12,QI_Q12,DP8_Q4,QI_Q31,UC3-QI_Q50,DP2_Q9,DP9_Q2,DP17_Q9,DP11_Q4,DP9_Q7,DP12_Q3,DP13_Q2,QI_Q32,QI_Q94,UC3-KFP38_Q3,DP1_Q8,UC1-QI_Q2,DP16_Q5,UC3-KFP38_Q2,UC1-DP31_Q4,DP15_Q3,DP9_Q12,QI_Q80,QI_Q38,DP10_Q12,DP10_Q10,DP5_Q6,DP8_Q4,QI_Q11,DP15_Q14,DP16_Q1,QI_Q10,DP14_Q11,UC2-QI_Q13,QI_Q36,UC3-QI_Q44,QI_Q114,QI_Q62,DP10_Q1,UC3-QI_Q32,UC3-QI_Q34,UC3-QI_Q35,UC3-KFP33_Q2,UC2-KFP45_Q1,UC3-QI_Q26,UC3-KFP21_Q1,UC3-QI_Q24,UC3-QI_Q23,UC3-QI_Q22","https://www.notion.so/425e6d78e5174136b9c0e9996c1d41fe, https://www.notion.so/7fb916d0ca15405aae5ce81e45fc75e9","A,A",,Hugo Vilmin,"https://www.notion.so/1ce9ed05ab6b80c2800bd0d257ecf92e,https://www.notion.so/1ce9ed05ab6b80218a62ccd543c184d9,https://www.notion.so/1ce9ed05ab6b8001bdb5d971e6ea1cf4,https://www.notion.so/1ce9ed05ab6b8004bcf0dca6d57795ae,https://www.notion.so/1ce9ed05ab6b80218a62ccd543c184d9,https://www.notion.so/1ce9ed05ab6b8045afdff68e818f1adb,https://www.notion.so/1ce9ed05ab6b806380f4c52397bb0096,https://www.notion.so/1ce9ed05ab6b80218a62ccd543c184d9,https://www.notion.so/1ce9ed05ab6b8007af36da1b10ea2a7c,https://www.notion.so/1ce9ed05ab6b8045afdff68e818f1adb,https://www.notion.so/1ce9ed05ab6b8097b5b9ebe6798c4ba0,https://www.notion.so/1ce9ed05ab6b80898d7bd1020e501afb",Publiée,Terminé,Pas de vignette,HEM (https://www.notion.so/HEM-58376ef0b4724a19aa26b12d52d62aa8?pvs=21),1,"N212N01 (https://www.notion.so/N212N01-9b64738eddca4af4bedabaf4ce14f13c?pvs=21), N212N02 (https://www.notion.so/N212N02-0e48fdff45d84b8d9a19fe734ac02767?pvs=21)",,Hémogramme normal
strategie_diag_tvp,"DP15_Q10 (https://www.notion.so/DP15_Q10-4a168b207a6d4f7691d8642befc10a2e?pvs=21), UC3-QI_Q15 (https://www.notion.so/UC3-QI_Q15-b38e6edb786d4e0ba4a4857ece40e6be?pvs=21), DP18_Q7 (https://www.notion.so/DP18_Q7-e5a3c6b808ab49699577163d3f9f3338?pvs=21)",,"March 5, 2023 3:51 PM",,,334,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/334/change/,N226,"https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_modalit%C3%A9s_du_diagnostic_d%27une_MTEV_(TVP,_EP)_:_signes_cliniques,_strat%C3%A9gie_diagnostique_incluant_les_scores,_signes_paracliniques,_principaux_diagnostics_diff%C3%A9rentiels_OIC-226-04-A",QI_Q998 (https://www.notion.so/QI_Q998-eb71ef99e949491298b86c8f83fc5732?pvs=21),"DP15_Q10,UC3-QI_Q15,DP18_Q7","https://www.notion.so/21ee652cec894acb902528cdbec3a37c, https://www.notion.so/3c1134c4ca2040038cac4da2d422ee43, https://www.notion.so/8a522de5f47e48268251a8d0cca28dbf, https://www.notion.so/ac8d670459e4406e9d152f2bafe40c49, https://www.notion.so/b38e6edb786d4e0ba4a4857ece40e6be, https://www.notion.so/c2a73ccc49604f57a39f5f18be9a478c, https://www.notion.so/c47d27dad1774b80b368e243802f47a1",A,,Mustafa Habib,https://www.notion.so/1ce9ed05ab6b804dab80cc11c010615a,Publiée,Terminé,Pas de vignette,"MCA (https://www.notion.so/MCA-9cfc22bcc3ad4ddbb371a939bfac9817?pvs=21), MVA (https://www.notion.so/MVA-3e7da9c3d58748368a3bb6c10109e968?pvs=21), PNE (https://www.notion.so/PNE-919294f827b84a9a9180f7679a2c1170?pvs=21)",0,N226N04 (https://www.notion.so/N226N04-f8c00106c44048c18a78fc283d23b057?pvs=21),,Stratégie diagnostique devant une suspicion de TVP
semiologie_conjonctivite,"QI_Q40 (https://www.notion.so/QI_Q40-1de2585cb770499885bf5d558f48b718?pvs=21), QI_Q35 (https://www.notion.so/QI_Q35-28b5bcdb041044659337f9b9eae4d238?pvs=21)",UC2-QI_Q9 (https://www.notion.so/UC2-QI_Q9-0d7a85460d3b495a9e0cbb823c406b59?pvs=21),"March 5, 2023 3:51 PM",,,1117,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1117/change/,N83,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_modalit%C3%A9s_du_diagnostic_d%27une_conjonctivite_OIC-083-04-A,QI_Q270 (https://www.notion.so/QI_Q270-bf13ecb1a7984ca28d87986d2f0d5762?pvs=21),"QI_Q40,QI_Q35",https://www.notion.so/28b5bcdb041044659337f9b9eae4d238,A,Dana Smaily,Otman,,A relire,Non réalisé,Pas de vignette,OPH (https://www.notion.so/OPH-aeb942dfb8a44a73a318349a30471708?pvs=21),1,N083N04 (https://www.notion.so/N083N04-844317d198034e648c551f88ebc85097?pvs=21),,Sémiologie de la conjonctivite
elevation_vs,"DP15_Q2 (https://www.notion.so/DP15_Q2-72c0ff40713142169ad3973331f9ae43?pvs=21), DP4_Q4 (https://www.notion.so/DP4_Q4-9b1dca8d9cea4f50a30c43235fc74300?pvs=21)",,"March 5, 2023 3:51 PM",,,268,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/268/change/,N185,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_manifestations_biologiques_de_la_r%C3%A9action_inflammatoire_OIC-185-06-A,,"DP15_Q2,DP4_Q4","https://www.notion.so/0b1af85381504eee9cad00e939219141, https://www.notion.so/3afbf418267e41d78d1b44bb49deb854, https://www.notion.so/70fff8b7ad9042fb8f18926f1198daee, https://www.notion.so/c809447f3b5442dababab9a2cd109b6c, https://www.notion.so/d0e24be13aa546b3b9633e8ffced7891",A,,,,Publiée,Image à insérer,Pas de vignette,MII (https://www.notion.so/MII-b35ed2b2ea584bdc80f106ffdb527c56?pvs=21),0,N185N06 (https://www.notion.so/N185N06-bbb947bac30046bf9bc62b731e7f247d?pvs=21),,Causes d’élévation de la vitesse de sédimentation (VS)
spermogramme,"DP18_Q14 (https://www.notion.so/DP18_Q14-0d3186af28984c1a85ee631498f066a9?pvs=21), DP7_Q1 (https://www.notion.so/DP7_Q1-34948250b2284696aa345e69d1b787a8?pvs=21), DP11_Q2 (https://www.notion.so/DP11_Q2-40cacd44038b44109eac621db0162812?pvs=21), UC2-QI_Q47 (https://www.notion.so/UC2-QI_Q47-a7b0626c23ff44afb5e60206930f7871?pvs=21), QI_Q34 (https://www.notion.so/QI_Q34-bdb23b25f6ea401ba95262fb4d572c22?pvs=21), UC2-DP19_Q4 (https://www.notion.so/UC2-DP19_Q4-ba1c1c2a613245bc8047f378f45bf63c?pvs=21)",,"March 5, 2023 3:51 PM",,,70,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/70/change/,N38,"
https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_d%27interpr%C3%A9tation_d%27un_spermogramme_OIC-038-08-B
","QI_Q4049 (https://www.notion.so/QI_Q4049-25a9ed05ab6b80f1a574f3670d064a13?pvs=21), QI_Q4050 (https://www.notion.so/QI_Q4050-25a9ed05ab6b80b4b179ce3e656e7ea9?pvs=21)","DP18_Q14,DP7_Q1,DP11_Q2,UC2-QI_Q47,QI_Q34,UC2-DP19_Q4","https://www.notion.so/34948250b2284696aa345e69d1b787a8, https://www.notion.so/40cacd44038b44109eac621db0162812",B,,Hugo Vilmin,"https://www.notion.so/1ce9ed05ab6b809aa7adf1a115140e7d,https://www.notion.so/1ce9ed05ab6b809aa7adf1a115140e7d,https://www.notion.so/1ce9ed05ab6b80108f0bf0773cd73e77,https://www.notion.so/1ce9ed05ab6b80108f0bf0773cd73e77",Publiée,Terminé,Pas de vignette,URO (https://www.notion.so/URO-a3bef97eb2704fe9b9d8a5d2d86478e5?pvs=21),0,N038N08 (https://www.notion.so/N038N08-669cf8ee29604e9c81230b7ae971a7c8?pvs=21),,Spermogramme
gayet_wernicke,"DP15_Q8 (https://www.notion.so/DP15_Q8-75815c11b55643c48bfd9cf1ca23ed8a?pvs=21), DP15_Q7 (https://www.notion.so/DP15_Q7-b643257d458f47d9bd857543d28d7442?pvs=21), DP15_Q5 (https://www.notion.so/DP15_Q5-ce134c6a9cca4acc90d2a2764e6c8989?pvs=21)",,"March 5, 2023 3:51 PM",,,90,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/90/change/,N76,https://livret.uness.fr/lisa/2026/Savoir_prendre_en_charge_un_accident_de_sevrage_(crise_convulsive_ou_delirium_tremens)_OIC-076-18-B,,"DP15_Q8,DP15_Q7,DP15_Q5","https://www.notion.so/346dd1bb6f094dd5955fa1950d2b8109, https://www.notion.so/756dcde4d1e341788180744d5d31ec9d, https://www.notion.so/ab77790f14544bdd8b338aa5c88cd01c, https://www.notion.so/ce134c6a9cca4acc90d2a2764e6c8989",B,,Mustafa Habib,https://www.notion.so/1ce9ed05ab6b80368704e6099c481984,Publiée,Terminé,Pas de vignette,NEU (https://www.notion.so/NEU-9bcfc12415c6451d93ac2feabe6c356e?pvs=21),0,N076N18 (https://www.notion.so/N076N18-8e0ffe95ecd243a0aa53d704a82ab9a9?pvs=21),,Encéphalopathie de Gayet-Wernicke 
complications_stemi,"DP8_Q2 (https://www.notion.so/DP8_Q2-7a96c1875a01435cb85a40eb509d1eac?pvs=21), DP4_Q5 (https://www.notion.so/DP4_Q5-ab66967060cb4347bea1f25d8c7759af?pvs=21), UC4-DP7_Q3 (https://www.notion.so/UC4-DP7_Q3-b164a4d730904032892f7fefbba75e93?pvs=21)",,"March 5, 2023 3:51 PM",,,518,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/518/change/,N339,"https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_%C3%A9l%C3%A9ments_d%27interrogatoire_et_de_l%27examen_clinique_d%27une_douleur_angineuse_et_de_ses_pr%C3%A9sentations_atypiques,_du_SCA_et_de_ses_complications_OIC-339-05-A",QI_Q4396 (https://www.notion.so/QI_Q4396-25a9ed05ab6b80d5900be30ca12dd41c?pvs=21),"DP8_Q2,DP4_Q5,UC4-DP7_Q3","https://www.notion.so/0055564ae2db434dbc43dccef560339d, https://www.notion.so/1239ed05ab6b8078b30fef9b20c9a441, https://www.notion.so/197c509ed2924523b4a32e50a75d7857, https://www.notion.so/566fd5660b1b4345b98e5e91ea654e6a, https://www.notion.so/b164a4d730904032892f7fefbba75e93, https://www.notion.so/c871dd17f2f44dc6a24f374926d1af65",A,,Mustafa Habib,https://www.notion.so/1ce9ed05ab6b802e860fd32bf4c5f840,Publiée,Terminé,Pas de vignette,MCA (https://www.notion.so/MCA-9cfc22bcc3ad4ddbb371a939bfac9817?pvs=21),0,N339N05 (https://www.notion.so/N339N05-3ff65b2854cc4dd882e65a6c87d7c40f?pvs=21),,Complications précoces d’un infarctus du myocarde ST+
rutherford_ischemie,"DP17_Q14 (https://www.notion.so/DP17_Q14-644a0028939d45a995e46b108abee8e3?pvs=21), QI_Q115 (https://www.notion.so/QI_Q115-dd631fa613e14b5990155fc2970163cf?pvs=21)",,"March 5, 2023 3:51 PM",,,329,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/329/change/,N225,https://livret.uness.fr/lisa/2026/Savoir_d%C3%A9finir_et_identifier_les_manifestations_cliniques_d%27isch%C3%A9mie_aigu%C3%AB_compl%C3%A8te_ou_incompl%C3%A8te_OIC-225-07-A,,"DP17_Q14,QI_Q115","https://www.notion.so/6346961576d043d49a8e61c1cc6d5760, https://www.notion.so/644a0028939d45a995e46b108abee8e3, https://www.notion.so/7b78cdeca6904ee5897f5f86d6d047c4, https://www.notion.so/dd631fa613e14b5990155fc2970163cf",A,,Mustafa Habib,,Publiée,Image à insérer,Pas de vignette,"MCA (https://www.notion.so/MCA-9cfc22bcc3ad4ddbb371a939bfac9817?pvs=21), MVA (https://www.notion.so/MVA-3e7da9c3d58748368a3bb6c10109e968?pvs=21)",0,N225N07 (https://www.notion.so/N225N07-d603d4a3b4194936bd59fce71be7fde2?pvs=21),,Niveau de sévérité d’une ischémie aiguë selon Rutherford
classification_tnm,"UC3-QI_Q25 (https://www.notion.so/UC3-QI_Q25-6418cbf8016640d8a9ea2e75bc8cf924?pvs=21), QI_Q82 (https://www.notion.so/QI_Q82-75a49ef124434e86963124fd48d9216b?pvs=21), UC2-DP20_Q1 (https://www.notion.so/UC2-DP20_Q1-cd61b3e0091d4bfa9084f02d9190b536?pvs=21), DP13_Q6 (https://www.notion.so/DP13_Q6-e844e142d0584e5696f872902a3780fe?pvs=21)",,"March 5, 2023 3:51 PM",,,439,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/439/change/,N292,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_principes_de_stadification_TNM_OIC-292-14-A,,"UC3-QI_Q25,QI_Q82,UC2-DP20_Q1,DP13_Q6","https://www.notion.so/20508db8d4e94dda8f3392d2c477463a, https://www.notion.so/6418cbf8016640d8a9ea2e75bc8cf924, https://www.notion.so/75a49ef124434e86963124fd48d9216b",A,Mustafa Habib,Chahem Harba,"https://www.notion.so/1ce9ed05ab6b80159400e9aabd611a56,https://www.notion.so/1ce9ed05ab6b80159400e9aabd611a56",Publiée,Image à insérer,Pas de vignette,ONC (https://www.notion.so/ONC-6b8ef9eef2604c1db839015a29d2d780?pvs=21),0,N292N14 (https://www.notion.so/N292N14-b26a19d9c2f1431e909cc23b059c6ff6?pvs=21),,Préfixes de la classification TNM des cancers
reconnaissance_maladie_professionneelle,"UC3-QI_Q44 (https://www.notion.so/UC3-QI_Q44-a0239c9028b94bc9a6c37fc8401a307f?pvs=21), DP4_Q11 (https://www.notion.so/DP4_Q11-b40d6888b8824134a60850ccd301f5cb?pvs=21), UC2-QI_Q7 (https://www.notion.so/UC2-QI_Q7-c12e84612a164492903fe21cf0d2df42?pvs=21), UC2-QI_Q6 (https://www.notion.so/UC2-QI_Q6-c698564fa2e44799b150649217f7dce2?pvs=21), UC2-QI_Q19 (https://www.notion.so/UC2-QI_Q19-d377b9f0590f4cc18c646f5399a4215f?pvs=21), UC3-DP39_Q4 (https://www.notion.so/UC3-DP39_Q4-f248dd014766413e90fa97289fbf0eaf?pvs=21), UC2-QI_Q49 (https://www.notion.so/UC2-QI_Q49-c7d83ac13d894cf4bb7cd6b245d24d14?pvs=21), UC2-KFP52_Q3 (https://www.notion.so/UC2-KFP52_Q3-1239ed05ab6b8095a042d69e6ac75541?pvs=21)","UC3-DP29_Q5 (https://www.notion.so/UC3-DP29_Q5-005cc60d175547fc857afb5f85e221a8?pvs=21), UC1-QI_Q16 (https://www.notion.so/UC1-QI_Q16-1af9ed05ab6b8019976fc10b38a07fe7?pvs=21), UC1-QI_Q13 (https://www.notion.so/UC1-QI_Q13-1af9ed05ab6b808da332c9be6f662d89?pvs=21)","March 5, 2023 3:51 PM",,,1018,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/1018/change/,N184,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_modalit%C3%A9s_de_d%C3%A9claration_pour_le_m%C3%A9decin_et_le_patient_des_accidents_de_travail_et_maladies_professionnelles_OIC-184-05-A,"QI_Q1318 (https://www.notion.so/QI_Q1318-2688539334c342d2ac36a82ddbe3744f?pvs=21), QI_Q1169 (https://www.notion.so/QI_Q1169-2a5d3c7b5dd64718a45f5259119a50a9?pvs=21)","UC3-QI_Q44,DP4_Q11,UC2-QI_Q7,UC2-QI_Q6,UC2-QI_Q19,UC3-DP39_Q4,UC2-QI_Q49,UC2-KFP52_Q3","https://www.notion.so/1239ed05ab6b8051b95dc3cd686f8cd2, https://www.notion.so/1239ed05ab6b8095a042d69e6ac75541, https://www.notion.so/2a59ed05ab6b804fb989f979f9b3f303, https://www.notion.so/2f64896c27ce405085abface4a0d1def, https://www.notion.so/4c22e264f7c44295a7b6ddf676b3e3c4, https://www.notion.so/5c75a699883f49db8d09825424ee562d, https://www.notion.so/67edec3fcf0a4a12b6d4cd2f68c3c8d2, https://www.notion.so/a113b3b6b3aa48609b7da671edf745e8, https://www.notion.so/c698564fa2e44799b150649217f7dce2, https://www.notion.so/cd6a10acb4fc42bfb38f469156e7e95f, https://www.notion.so/f72591e532fb4c44bf715cc071a290f0",A,Maroua Zaoui,PB M,"https://www.notion.so/1ce9ed05ab6b80a199b7fc1581943dd3,https://www.notion.so/1ce9ed05ab6b806b8ff4feb673e2241a,https://www.notion.so/22f9ed05ab6b8096977fe668df6b18ad",Publiée,Terminé,Pas de vignette,MLT_L (https://www.notion.so/MLT_L-3b4409680d0e46f493a28acd02621e05?pvs=21),1,N184N05 (https://www.notion.so/N184N05-a4eb574c885044b19d3e473c511fc9d4?pvs=21),,La reconnaissance en maladie professionnelle
bilan_carence_fer,"DP11_Q5 (https://www.notion.so/DP11_Q5-039636d0e3f3413a87728ac761901415?pvs=21), DP7_Q14 (https://www.notion.so/DP7_Q14-07f7e9cc18d243b8816460da0e3b1395?pvs=21), QI_Q34 (https://www.notion.so/QI_Q34-21bc69610edc47468be325909a771f7d?pvs=21), QI_Q15 (https://www.notion.so/QI_Q15-4d4bf05c19504011b2490a9b74aa6f28?pvs=21), QI_Q90 (https://www.notion.so/QI_Q90-50045df589f84500865a8a62a4934942?pvs=21), QI_Q114 (https://www.notion.so/QI_Q114-ec2591a33b14464b96da1adde3ac2da9?pvs=21), DP16_Q2 (https://www.notion.so/DP16_Q2-ec40e6002b794d5cabd328d915f43f69?pvs=21), DP2_Q1 (https://www.notion.so/DP2_Q1-fdd3d928909a4bb795d7bbf06cb1ae62?pvs=21), UC3-QI_Q7 (https://www.notion.so/UC3-QI_Q7-9f2eb359ce0344a996c087906413754c?pvs=21)",,"March 5, 2023 3:51 PM",,,918,Pas d'illustration,https://interface.asclepia.io/admin/datas/lesson/918/change/,N219,https://livret.uness.fr/lisa/2026/Conna%C3%AEtre_les_param%C3%A8tres_biologiques_permettant_d%27affirmer_une_carence_martiale_OIC-219-10-A,"QI_Q3315 (https://www.notion.so/QI_Q3315-25a9ed05ab6b8060b8aeeadded7eb3ab?pvs=21), QI_Q1678 (https://www.notion.so/QI_Q1678-25b9ed05ab6b80f7856cc4b3eae8e829?pvs=21)","DP11_Q5,DP7_Q14,QI_Q34,QI_Q15,QI_Q90,QI_Q114,DP16_Q2,DP2_Q1,UC3-QI_Q7","https://www.notion.so/07f7e9cc18d243b8816460da0e3b1395, https://www.notion.so/28dde853452f4f61b8785a909e122eae, https://www.notion.so/9f2eb359ce0344a996c087906413754c",A,Gauthier Beuque,PB M,"https://www.notion.so/1ce9ed05ab6b807d8ef9ce04833333e9,https://www.notion.so/1ce9ed05ab6b80218a62ccd543c184d9,https://www.notion.so/1ce9ed05ab6b8001bdb5d971e6ea1cf4,https://www.notion.so/1ce9ed05ab6b80218a62ccd543c184d9",Publiée,Image à insérer,Pas de vignette,HEM (https://www.notion.so/HEM-58376ef0b4724a19aa26b12d52d62aa8?pvs=21),0,N219N10 (https://www.notion.so/N219N10-57a03b086ae0484c9c8ef7b45e5715c7?pvs=21),,Bilan martial d’une carence absolue en fer
